station_id,name,category,distance,rating,review_count,price
156,The Coffee Shop,coffee,137,0.0,0,0
156,Café do Centro,coffee,176,0.0,0,0
156,PÃO - Padaria Artesanal Orgânica,bakeries,166,3.0,4,2
156,Banca Minoru,bakeries,137,0.0,0,0
156,Ópera Ganache,bakeries,137,0.0,0,0
156,Padaria Artesanal,bakeries,137,0.0,0,0
156,Pati Piva,bakeries,137,0.0,0,0
553,Madero,restaurants,116,3.7,19,2
553,Abbraccio,restaurants,174,4.1,14,2
553,HUB Food Art Lounge,restaurants,197,4.6,8,2
553,H3,restaurants,69,4.3,3,1
553,Pizza hut,restaurants,52,5.0,1,0
553,Not guilty,restaurants,75,4.0,1,0
553,Alpendre Burguer & Beer Pub,restaurants,172,4.0,4,3
553,Mawari,restaurants,125,4.2,5,3
553,The Original: Dogs & Shakes,restaurants,105,4.0,2,2
553,Baked Potato,restaurants,97,4.0,1,0
553,Pandaréu,coffee,98,4.0,2,2
553,Roos Café,coffee,175,0.0,0,0
553,Coffe House,coffee,197,0.0,0,0
553,Il Barista,coffee,134,2.5,2,3
553,Le Pain Quotidien,bakeries,118,3.5,12,2
553,B.LEM,bakeries,96,3.0,1,2
553,Jelly Bread,bakeries,69,0.0,0,0
553,Cristallo,bakeries,158,4.0,1,3
553,Padoca.,bakeries,92,3.0,2,0
553,Amor Aos Pedaços,bakeries,135,0.0,0,0
91,Café Creme,restaurants,61,4.0,13,2
91,Cinema Reserva Cultural,restaurants,123,4.4,23,1
91,Ráscal,restaurants,142,4.0,15,2
91,Restaurante Pub Kei,restaurants,90,3.9,17,3
91,À Mineira,restaurants,223,3.9,18,2
91,Burger Joint,restaurants,64,3.2,10,2
91,Izakaya Bueno,restaurants,152,3.7,17,3
91,Shanghai,restaurants,159,4.8,5,1
91,Puerto Del Toro,restaurants,74,4.0,2,2
91,Mc Donald's,restaurants,13,3.0,5,3
91,Starbucks,coffee,64,3.3,3,2
91,McCafé,coffee,13,0.0,0,1
91,Fnac Café by Fran's,coffee,117,3.7,3,2
91,Big Pastel,bakeries,39,0.0,0,0
91,Pain de France,bakeries,111,2.7,3,2
91,Empório Amino,bakeries,215,3.5,2,2
357,Sweden,restaurants,145,3.5,2,3
357,Lanchonete Rainha Saladas,restaurants,195,0.0,0,0
357,Restaurante do Ime,restaurants,180,1.8,4,0
